institution_name,institution_display_name,parent_organization,work_unit,location_hint,target_level,total_relevant_packages,total_pagu,months_found,relevant_categories,official_website,contact_email,contact_phone,contact_person,contact_role,contact_source_url,contact_source_type,contact_notes
BADAN PUSAT STATISTIK KOTA BAUBAU,BADAN PUSAT STATISTIK KOTA BAUBAU — Badan Pusat Statistik,Badan Pusat Statistik,BADAN PUSAT STATISTIK KOTA BAUBAU,"Sulawesi Tenggara, Baubau (Kota)",NATIONAL,4,7705000,June 2026; May 2026,IT_HARDWARE,,,,,,,,
BADAN PUSAT STATISTIK KOTA BEKASI,BADAN PUSAT STATISTIK KOTA BEKASI — Badan Pusat Statistik,Badan Pusat Statistik,BADAN PUSAT STATISTIK KOTA BEKASI,"Jawa Barat, Bekasi (Kota)",NATIONAL,5,15213000,June 2026; May 2026,IT_HARDWARE,,,,,,,,
BADAN PUSAT STATISTIK KOTA BENGKULU,BADAN PUSAT STATISTIK KOTA BENGKULU — Badan Pusat Statistik,Badan Pusat Statistik,BADAN PUSAT STATISTIK KOTA BENGKULU,"Bengkulu, Bengkulu (Kota)",NATIONAL,4,13500000,June 2026; May 2026,IT_HARDWARE,,,,,,,,
BADAN PUSAT STATISTIK KOTA JAMBI,BADAN PUSAT STATISTIK KOTA JAMBI — Badan Pusat Statistik,Badan Pusat Statistik,BADAN PUSAT STATISTIK KOTA JAMBI,"Jambi, Jambi (Kota)",NATIONAL,1,12000,May 2026,IT_HARDWARE,,,,,,,,
BADAN PUSAT STATISTIK KOTA LHOKSEUMAWE,BADAN PUSAT STATISTIK KOTA LHOKSEUMAWE — Badan Pusat Statistik,Badan Pusat Statistik,BADAN PUSAT STATISTIK KOTA LHOKSEUMAWE,"Aceh, Lhokseumawe (Kota)",NATIONAL,7,7604000,June 2026; May 2026,IT_HARDWARE,,,,,,,,
BADAN PUSAT STATISTIK KOTA MADIUN,BADAN PUSAT STATISTIK KOTA MADIUN — Badan Pusat Statistik,Badan Pusat Statistik,BADAN PUSAT STATISTIK KOTA MADIUN,"Jawa Timur, Madiun (Kota)",NATIONAL,2,13000000,May 2026,IT_HARDWARE,,,,,,,,
BADAN PUSAT STATISTIK KOTA PADANG,BADAN PUSAT STATISTIK KOTA PADANG — Badan Pusat Statistik,Badan Pusat Statistik,BADAN PUSAT STATISTIK KOTA PADANG,"Sumatera Barat, Padang (Kota)",NATIONAL,11,10473000,June 2026; May 2026,IT_HARDWARE,,,,,,,,
BADAN PUSAT STATISTIK KOTA PAGAR ALAM,BADAN PUSAT STATISTIK KOTA PAGAR ALAM — Badan Pusat Statistik,Badan Pusat Statistik,BADAN PUSAT STATISTIK KOTA PAGAR ALAM,"Sumatera Selatan, Pagar Alam (Kota)",NATIONAL,3,3486000,May 2026,IT_HARDWARE,,,,,,,,
BADAN PUSAT STATISTIK KOTA PALOPO,BADAN PUSAT STATISTIK KOTA PALOPO — Badan Pusat Statistik,Badan Pusat Statistik,BADAN PUSAT STATISTIK KOTA PALOPO,"Sulawesi Selatan, Palopo (Kota)",NATIONAL,3,14275000,May 2026,IT_HARDWARE,,,,,,,,
BADAN PUSAT STATISTIK KOTA PALU,BADAN PUSAT STATISTIK KOTA PALU — Badan Pusat Statistik,Badan Pusat Statistik,BADAN PUSAT STATISTIK KOTA PALU,"Sulawesi Tengah, Palu (Kota)",NATIONAL,4,2024000,May 2026,IT_HARDWARE,,,,,,,,
BADAN PUSAT STATISTIK KOTA PARE PARE,BADAN PUSAT STATISTIK KOTA PARE PARE — Badan Pusat Statistik,Badan Pusat Statistik,BADAN PUSAT STATISTIK KOTA PARE PARE,"Sulawesi Selatan, Pare-Pare (Kota)",NATIONAL,2,9500000,June 2026,IT_HARDWARE,,,,,,,,
BADAN PUSAT STATISTIK KOTA PEKALONGAN,BADAN PUSAT STATISTIK KOTA PEKALONGAN — Badan Pusat Statistik,Badan Pusat Statistik,BADAN PUSAT STATISTIK KOTA PEKALONGAN,"Jawa Tengah, Pekalongan (Kota)",NATIONAL,3,3436000,June 2026; May 2026,IT_HARDWARE,,,,,,,,
BADAN PUSAT STATISTIK KOTA PEKANBARU,BADAN PUSAT STATISTIK KOTA PEKANBARU — Badan Pusat Statistik,Badan Pusat Statistik,BADAN PUSAT STATISTIK KOTA PEKANBARU,"Riau, Pekanbaru (Kota)",NATIONAL,3,3348000,June 2026; May 2026,IT_HARDWARE,,,,,,,,
BADAN PUSAT STATISTIK KOTA SALATIGA,BADAN PUSAT STATISTIK KOTA SALATIGA — Badan Pusat Statistik,Badan Pusat Statistik,BADAN PUSAT STATISTIK KOTA SALATIGA,"Jawa Tengah, Salatiga (Kota)",NATIONAL,6,5038000,June 2026; May 2026,IT_HARDWARE,,,,,,,,
BADAN PUSAT STATISTIK KOTA SIBOLGA,BADAN PUSAT STATISTIK KOTA SIBOLGA — Badan Pusat Statistik,Badan Pusat Statistik,BADAN PUSAT STATISTIK KOTA SIBOLGA,"Sumatera Utara, Sibolga (Kota)",NATIONAL,5,13450000,May 2026,IT_HARDWARE,,,,,,,,
BADAN PUSAT STATISTIK KOTA SOLOK,BADAN PUSAT STATISTIK KOTA SOLOK — Badan Pusat Statistik,Badan Pusat Statistik,BADAN PUSAT STATISTIK KOTA SOLOK,"Sumatera Barat, Solok (Kota)",NATIONAL,5,4613000,June 2026; May 2026,IT_HARDWARE,,,,,,,,
BADAN PUSAT STATISTIK KOTA SORONG,BADAN PUSAT STATISTIK KOTA SORONG — Badan Pusat Statistik,Badan Pusat Statistik,BADAN PUSAT STATISTIK KOTA SORONG,"Papua Barat Daya, Sorong (Kota)",NATIONAL,3,2000000,June 2026,IT_HARDWARE,,,,,,,,
BADAN PUSAT STATISTIK KOTA SURABAYA,BADAN PUSAT STATISTIK KOTA SURABAYA — Badan Pusat Statistik,Badan Pusat Statistik,BADAN PUSAT STATISTIK KOTA SURABAYA,"Jawa Timur, Surabaya (Kota)",NATIONAL,6,51443000,June 2026; May 2026,IT_HARDWARE,,,,,,,,
BADAN PUSAT STATISTIK KOTA TANJUNG BALAI,BADAN PUSAT STATISTIK KOTA TANJUNG BALAI — Badan Pusat Statistik,Badan Pusat Statistik,BADAN PUSAT STATISTIK KOTA TANJUNG BALAI,"Sumatera Utara, Tanjung Balai (Kota)",NATIONAL,2,4750000,May 2026,IT_HARDWARE,,,,,,,,
BADAN PUSAT STATISTIK KOTA TANJUNG PINANG,BADAN PUSAT STATISTIK KOTA TANJUNG PINANG — Badan Pusat Statistik,Badan Pusat Statistik,BADAN PUSAT STATISTIK KOTA TANJUNG PINANG,"Kepulauan Riau, Tanjung Pinang (Kota)",NATIONAL,3,13085000,June 2026; May 2026,IT_HARDWARE; UPS,,,,,,,,
BADAN PUSAT STATISTIK KOTA TASIKMALAYA,BADAN PUSAT STATISTIK KOTA TASIKMALAYA — Badan Pusat Statistik,Badan Pusat Statistik,BADAN PUSAT STATISTIK KOTA TASIKMALAYA,"Jawa Barat, Tasikmalaya (Kota)",NATIONAL,2,7145000,June 2026,IT_HARDWARE; PRINTER,,,,,,,,
BADAN PUSAT STATISTIK KOTA YOGYAKARTA,BADAN PUSAT STATISTIK KOTA YOGYAKARTA — Badan Pusat Statistik,Badan Pusat Statistik,BADAN PUSAT STATISTIK KOTA YOGYAKARTA,"DI Yogyakarta, Yogyakarta (Kota)",NATIONAL,1,950000,May 2026,IT_HARDWARE,,,,,,,,
BADAN PUSAT STATISTIK PROP BALI,BADAN PUSAT STATISTIK PROP BALI — Badan Pusat Statistik,Badan Pusat Statistik,BADAN PUSAT STATISTIK PROP BALI,"Bali, Denpasar (Kota)",NATIONAL,2,4450000,June 2026; May 2026,IT_HARDWARE,,,,,,,,
BADAN PUSAT STATISTIK PROP BENGKULU,BADAN PUSAT STATISTIK PROP BENGKULU — Badan Pusat Statistik,Badan Pusat Statistik,BADAN PUSAT STATISTIK PROP BENGKULU,"Bengkulu, Bengkulu (Kota)",NATIONAL,2,875000,June 2026; May 2026,IT_HARDWARE,,,,,,,,
BADAN PUSAT STATISTIK PROP DI YOGYAKARTA,BADAN PUSAT STATISTIK PROP DI YOGYAKARTA — Badan Pusat Statistik,Badan Pusat Statistik,BADAN PUSAT STATISTIK PROP DI YOGYAKARTA,"DI Yogyakarta, Bantul (Kab.)",NATIONAL,6,66489000,June 2026; May 2026,IT_HARDWARE,,,,,,,,
BADAN PUSAT STATISTIK PROP JAWA BARAT,BADAN PUSAT STATISTIK PROP JAWA BARAT — Badan Pusat Statistik,Badan Pusat Statistik,BADAN PUSAT STATISTIK PROP JAWA BARAT,"Jawa Barat, Bandung (Kota)",NATIONAL,7,19998000,June 2026; May 2026,CCTV; IT_HARDWARE,,,,,,,,
BADAN PUSAT STATISTIK PROP JAWA TENGAH,BADAN PUSAT STATISTIK PROP JAWA TENGAH — Badan Pusat Statistik,Badan Pusat Statistik,BADAN PUSAT STATISTIK PROP JAWA TENGAH,"Jawa Tengah, Semarang (Kota)",NATIONAL,6,44095000,June 2026; May 2026,CAMERA_VIDEO; IT_HARDWARE; NETWORKING; OFFICE_FURNITURE; PRINTER,,,,,,,,
BADAN PUSAT STATISTIK PROP JAWA TIMUR,BADAN PUSAT STATISTIK PROP JAWA TIMUR — Badan Pusat Statistik,Badan Pusat Statistik,BADAN PUSAT STATISTIK PROP JAWA TIMUR,"Jawa Timur, Surabaya (Kota)",NATIONAL,1,12987000,June 2026,OFFICE_FURNITURE,,,,,,,,
BADAN PUSAT STATISTIK PROP KALIMANTAN TENGAH,BADAN PUSAT STATISTIK PROP KALIMANTAN TENGAH — Badan Pusat Statistik,Badan Pusat Statistik,BADAN PUSAT STATISTIK PROP KALIMANTAN TENGAH,"Kalimantan Tengah, Palangka Raya (Kota)",NATIONAL,3,72350000,June 2026,IT_HARDWARE; LAPTOP,,,,,,,,
BADAN PUSAT STATISTIK PROP KALIMANTAN TIMUR,BADAN PUSAT STATISTIK PROP KALIMANTAN TIMUR — Badan Pusat Statistik,Badan Pusat Statistik,BADAN PUSAT STATISTIK PROP KALIMANTAN TIMUR,"Kalimantan Timur, Samarinda (Kota)",NATIONAL,1,463000,May 2026,IT_HARDWARE,,,,,,,,
BADAN PUSAT STATISTIK PROP KALIMANTAN UTARA,BADAN PUSAT STATISTIK PROP KALIMANTAN UTARA — Badan Pusat Statistik,Badan Pusat Statistik,BADAN PUSAT STATISTIK PROP KALIMANTAN UTARA,"Kalimantan Utara, Bulungan (Kab.)",NATIONAL,10,7764000,June 2026; May 2026,IT_HARDWARE,,,,,,,,
BADAN PUSAT STATISTIK PROP KEPULAUAN RIAU,BADAN PUSAT STATISTIK PROP KEPULAUAN RIAU — Badan Pusat Statistik,Badan Pusat Statistik,BADAN PUSAT STATISTIK PROP KEPULAUAN RIAU,"Kepulauan Riau, Tanjung Pinang (Kota)",NATIONAL,4,8600000,June 2026; May 2026,IT_HARDWARE,,,,,,,,
BADAN PUSAT STATISTIK PROP LAMPUNG,BADAN PUSAT STATISTIK PROP LAMPUNG — Badan Pusat Statistik,Badan Pusat Statistik,BADAN PUSAT STATISTIK PROP LAMPUNG,"Lampung, Bandar Lampung (Kota)",NATIONAL,3,113307000,May 2026,IT_HARDWARE,,,,,,,,
BADAN PUSAT STATISTIK PROP NUSA TENGGARA TIMUR,BADAN PUSAT STATISTIK PROP NUSA TENGGARA TIMUR — Badan Pusat Statistik,Badan Pusat Statistik,BADAN PUSAT STATISTIK PROP NUSA TENGGARA TIMUR,"Nusa Tenggara Timur, Kupang (Kota)",NATIONAL,2,12998000,June 2026,CCTV; IT_HARDWARE,,,,,,,,
BADAN PUSAT STATISTIK PROP PAPUA BARAT,BADAN PUSAT STATISTIK PROP PAPUA BARAT — Badan Pusat Statistik,Badan Pusat Statistik,BADAN PUSAT STATISTIK PROP PAPUA BARAT,"Papua Barat, Manokwari (Kab.)",NATIONAL,1,150000,May 2026,IT_HARDWARE,,,,,,,,
BADAN PUSAT STATISTIK PROP RIAU,BADAN PUSAT STATISTIK PROP RIAU — Badan Pusat Statistik,Badan Pusat Statistik,BADAN PUSAT STATISTIK PROP RIAU,"Riau, Pekanbaru (Kota)",NATIONAL,1,11998000,June 2026,CCTV,,,,,,,,
BADAN PUSAT STATISTIK PROP SULAWESI BARAT,BADAN PUSAT STATISTIK PROP SULAWESI BARAT — Badan Pusat Statistik,Badan Pusat Statistik,BADAN PUSAT STATISTIK PROP SULAWESI BARAT,"Sulawesi Barat, Mamuju (Kab.)",NATIONAL,1,15973000,May 2026,IT_HARDWARE,,,,,,,,
BADAN PUSAT STATISTIK PROP SULAWESI SELATAN,BADAN PUSAT STATISTIK PROP SULAWESI SELATAN — Badan Pusat Statistik,Badan Pusat Statistik,BADAN PUSAT STATISTIK PROP SULAWESI SELATAN,"Sulawesi Selatan, Makassar (Kota)",NATIONAL,1,17554000,May 2026,IT_HARDWARE,,,,,,,,
BADAN PUSAT STATISTIK PROP SULAWESI TENGAH,BADAN PUSAT STATISTIK PROP SULAWESI TENGAH — Badan Pusat Statistik,Badan Pusat Statistik,BADAN PUSAT STATISTIK PROP SULAWESI TENGAH,"Sulawesi Tengah, Palu (Kota)",NATIONAL,14,32555000,June 2026; May 2026,CCTV; IT_HARDWARE; UPS,,,,,,,,
BADAN PUSAT STATISTIK PROP SULAWESI TENGGARA,BADAN PUSAT STATISTIK PROP SULAWESI TENGGARA — Badan Pusat Statistik,Badan Pusat Statistik,BADAN PUSAT STATISTIK PROP SULAWESI TENGGARA,"Sulawesi Tenggara, Kendari (Kota)",NATIONAL,3,12998000,June 2026; May 2026,CCTV; IT_HARDWARE,,,,,,,,
BADAN PUSAT STATISTIK PROP SUMATERA BARAT,BADAN PUSAT STATISTIK PROP SUMATERA BARAT — Badan Pusat Statistik,Badan Pusat Statistik,BADAN PUSAT STATISTIK PROP SUMATERA BARAT,"Sumatera Barat, Padang (Kota)",NATIONAL,1,12000000,June 2026,CCTV,,,,,,,,
BADAN PUSAT STATISTIK PROVINSI ACEH,BADAN PUSAT STATISTIK PROVINSI ACEH — Badan Pusat Statistik,Badan Pusat Statistik,BADAN PUSAT STATISTIK PROVINSI ACEH,"Aceh, Banda Aceh (Kota)",PROVINCE,8,12334000,June 2026; May 2026,IT_HARDWARE,,,,,,,,
BADAN PUSAT STATISTIK PROVINSI PAPUA,BADAN PUSAT STATISTIK PROVINSI PAPUA — Badan Pusat Statistik,Badan Pusat Statistik,BADAN PUSAT STATISTIK PROVINSI PAPUA,"Papua, Jayapura (Kota)",PROVINCE,5,53878000,June 2026; May 2026,CCTV; IT_HARDWARE,,,,,,,,
BADAN RISET DAN INOVASI DAERAH,BADAN RISET DAN INOVASI DAERAH — Provinsi Jawa Timur,Provinsi Jawa Timur,BADAN RISET DAN INOVASI DAERAH,"Jawa Timur, Surabaya (Kota)",PROVINCE,9,51136665,June 2026; May 2026,DESKTOP; IT_HARDWARE; OFFICE_FURNITURE,,,,,,,,
BADAN TEKNOLOGI INFORMASI DAN INTELIJEN KEUANGAN,BADAN TEKNOLOGI INFORMASI DAN INTELIJEN KEUANGAN — Kementerian Keuangan,Kementerian Keuangan,BADAN TEKNOLOGI INFORMASI DAN INTELIJEN KEUANGAN,"Kalimantan Timur, Balikpapan (Kota)",NATIONAL,1,11922254000,May 2026,NETWORKING,,,,,,,,
BADAN URUSAN ADMINISTRASI,BADAN URUSAN ADMINISTRASI — Mahkamah Agung,Mahkamah Agung,BADAN URUSAN ADMINISTRASI,"DKI Jakarta, Jakarta Pusat (Kota)",NATIONAL,1,280000000,May 2026,OFFICE_FURNITURE,,,,,,,,
BAGIAN ADMINISTRASI PEMBANGUNAN,BAGIAN ADMINISTRASI PEMBANGUNAN — Kab. Konawe,Kab. Konawe,BAGIAN ADMINISTRASI PEMBANGUNAN,"Sulawesi Tenggara, Konawe (Kab.)",LOCAL_AGENCY,5,66722500,May 2026,DESKTOP; IT_HARDWARE; OFFICE_FURNITURE; SERVER,,,,,,,,
BAGIAN HUKUM,BAGIAN HUKUM — Kota Semarang,Kota Semarang,BAGIAN HUKUM,"Jawa Tengah, Semarang (Kota)",LOCAL_AGENCY,3,17948378,June 2026; May 2026,IT_HARDWARE,,,,,,,,
BAGIAN KESEJAHTERAAN RAKYAT,BAGIAN KESEJAHTERAAN RAKYAT — Kab. Lahat,Kab. Lahat,BAGIAN KESEJAHTERAAN RAKYAT,"Sumatera Selatan, Lahat (Kab.)",LOCAL_AGENCY,10,288635400,June 2026; May 2026,AUDIO; IT_HARDWARE; OFFICE_FURNITURE; PRINTER,,,,,,,,
BAGIAN KESEJATERAAN RAKYAT,BAGIAN KESEJATERAAN RAKYAT — Kota Pasuruan,Kota Pasuruan,BAGIAN KESEJATERAAN RAKYAT,"Jawa Timur, Pasuruan (Kota)",LOCAL_AGENCY,1,395600,May 2026,IT_HARDWARE,,,,,,,,
BAGIAN ORGANISASI,BAGIAN ORGANISASI — Kab. Deli Serdang,Kab. Deli Serdang,BAGIAN ORGANISASI,"Sumatera Utara, Deli Serdang (Kab.)",LOCAL_AGENCY,3,3028000,June 2026; May 2026,DESKTOP; IT_HARDWARE,,,,,,,,
BAGIAN PEMERINTAHAN,BAGIAN PEMERINTAHAN — Kab. Tanah Bumbu,Kab. Tanah Bumbu,BAGIAN PEMERINTAHAN,"Kalimantan Selatan, Tanah Bumbu (Kab.)",LOCAL_AGENCY,2,22404400,June 2026; May 2026,DESKTOP; IT_HARDWARE; LAPTOP,,,,,,,,
BAGIAN PENGADAAN BARANG DAN JASA,BAGIAN PENGADAAN BARANG DAN JASA — Kab. Malang,Kab. Malang,BAGIAN PENGADAAN BARANG DAN JASA,"Jawa Timur, Malang (Kab.)",LOCAL_AGENCY,3,19098500,May 2026,CCTV; PRINTER,,,,,,,,
BAGIAN PEREKONOMIAN DAN SUMBER DAYA ALAM,BAGIAN PEREKONOMIAN DAN SUMBER DAYA ALAM — Kab. Bone Bolango,Kab. Bone Bolango,BAGIAN PEREKONOMIAN DAN SUMBER DAYA ALAM,"Gorontalo, Bone Bolango (Kab.)",LOCAL_AGENCY,1,23690000,June 2026,DESKTOP,,,,,,,,
BAGIAN PERENCANAAN DAN KEUANGAN,BAGIAN PERENCANAAN DAN KEUANGAN — Kab. Konawe,Kab. Konawe,BAGIAN PERENCANAAN DAN KEUANGAN,"Sulawesi Tenggara, Konawe (Kab.) | Sulawesi Tenggara, Konawe (Kab.)",LOCAL_AGENCY,6,103589400,June 2026; May 2026,IT_HARDWARE; LAPTOP,,,,,,,,
BAGIAN PROTOKOL DAN KOMUNIKASI PIMPINAN,BAGIAN PROTOKOL DAN KOMUNIKASI PIMPINAN — Kab. Klaten,Kab. Klaten,BAGIAN PROTOKOL DAN KOMUNIKASI PIMPINAN,"Jawa Tengah, Klaten (Kab.)",LOCAL_AGENCY,2,16296700,June 2026,DESKTOP; IT_HARDWARE,,,,,,,,
BAGIAN RUMAH TANGGA,BAGIAN RUMAH TANGGA — Kota Semarang,Kota Semarang,BAGIAN RUMAH TANGGA,"Jawa Tengah, Semarang (Kota)",LOCAL_AGENCY,1,14961440,June 2026,OFFICE_FURNITURE,,,,,,,,
BAGIAN TATA PEMERINTAHAN,BAGIAN TATA PEMERINTAHAN — Kab. Nunukan,Kab. Nunukan,BAGIAN TATA PEMERINTAHAN,"Kalimantan Utara, Nunukan (Kab.)",LOCAL_AGENCY,5,26570950,June 2026,DESKTOP; IT_HARDWARE,,,,,,,,
BAGIAN TATA USAHA,BAGIAN TATA USAHA — Kota Semarang,Kota Semarang,BAGIAN TATA USAHA,"Jawa Tengah, Semarang (Kota)",LOCAL_AGENCY,1,3100674,May 2026,IT_HARDWARE,,,,,,,,
BAGIAN UMUM,BAGIAN UMUM — Kab. Brebes,Kab. Brebes,BAGIAN UMUM,"Jawa Tengah, Brebes (Kab.) | Jawa Tengah, Brebes (Kab.) | Jawa Tengah, Brebes (Kab.)",LOCAL_AGENCY,9,533404700,June 2026; May 2026,DESKTOP; IT_HARDWARE; LAPTOP; OFFICE_FURNITURE; PRINTER,,,,,,,,
BALAI BAHASA KALIMANTAN BARAT,BALAI BAHASA KALIMANTAN BARAT — Kementerian Pendidikan Dasar dan Menengah,Kementerian Pendidikan Dasar dan Menengah,BALAI BAHASA KALIMANTAN BARAT,"Kalimantan Barat, Pontianak (Kota)",NATIONAL,1,40755000,May 2026,LAPTOP; PRINTER,,,,,,,,
BALAI BAHASA KALIMANTAN TIMUR,BALAI BAHASA KALIMANTAN TIMUR — Kementerian Pendidikan Dasar dan Menengah,Kementerian Pendidikan Dasar dan Menengah,BALAI BAHASA KALIMANTAN TIMUR,"Kalimantan Timur, Samarinda (Kota)",NATIONAL,2,54760000,May 2026,DESKTOP; LAPTOP; PRINTER,,,,,,,,
BALAI BESAR KALIBRASI FASILITAS PENERBANGAN,BALAI BESAR KALIBRASI FASILITAS PENERBANGAN — Kementerian Perhubungan,Kementerian Perhubungan,BALAI BESAR KALIBRASI FASILITAS PENERBANGAN,"Banten, Tangerang (Kab.)",NATIONAL,2,326823000,May 2026,IT_HARDWARE; PRINTER,,,,,,,,
BALAI BESAR KEKARANTINAAN KESEHATAN TANJUNG PRIOK,BALAI BESAR KEKARANTINAAN KESEHATAN TANJUNG PRIOK — Kementerian Kesehatan,Kementerian Kesehatan,BALAI BESAR KEKARANTINAAN KESEHATAN TANJUNG PRIOK,"DKI Jakarta, Jakarta Utara (Kota)",NATIONAL,1,6960000,May 2026,SCANNER,,,,,,,,
BALAI BESAR LABORATORIUM KESEHATAN MASYARAKAT YOGYAKARTA,BALAI BESAR LABORATORIUM KESEHATAN MASYARAKAT YOGYAKARTA — Kementerian Kesehatan,Kementerian Kesehatan,BALAI BESAR LABORATORIUM KESEHATAN MASYARAKAT YOGYAKARTA,"DI Yogyakarta, Bantul (Kab.)",NATIONAL,1,3200000,June 2026,SCANNER,,,,,,,,
BALAI BESAR METEOROLOGI KLIMATOLOGI DAN GEOFISIKA WILAYAH I,"BALAI BESAR METEOROLOGI KLIMATOLOGI DAN GEOFISIKA WILAYAH I — Badan Meteorologi, Klimatologi Dan Geofisika","Badan Meteorologi, Klimatologi Dan Geofisika",BALAI BESAR METEOROLOGI KLIMATOLOGI DAN GEOFISIKA WILAYAH I,"Sumatera Utara, Medan (Kota)",NATIONAL,1,11700000,May 2026,SERVER,,,,,,,,
BALAI BESAR PELATIHAN DAN PEMBERDAYAAN MASYARAKAT TRANSMIGRASI YOGYAKARTA,BALAI BESAR PELATIHAN DAN PEMBERDAYAAN MASYARAKAT TRANSMIGRASI YOGYAKARTA — Kementerian Transmigrasi,Kementerian Transmigrasi,BALAI BESAR PELATIHAN DAN PEMBERDAYAAN MASYARAKAT TRANSMIGRASI YOGYAKARTA,"DI Yogyakarta, Sleman (Kab.) | DI Yogyakarta, Sleman (Kab.)",NATIONAL,1,26700000,May 2026,CAMERA_VIDEO; CCTV,,,,,,,,
BALAI BESAR PELATIHAN PETERNAKAN BATU MALANG JAWA TIMUR,BALAI BESAR PELATIHAN PETERNAKAN BATU MALANG JAWA TIMUR — Kementerian Pertanian,Kementerian Pertanian,BALAI BESAR PELATIHAN PETERNAKAN BATU MALANG JAWA TIMUR,"Jawa Timur, Batu (Kota)",NATIONAL,6,216824000,May 2026,AUDIO; CAMERA_VIDEO; IT_HARDWARE; NETWORKING; PRINTER,,,,,,,,
BALAI BESAR PEMERINTAHAN DESA MALANG,BALAI BESAR PEMERINTAHAN DESA MALANG — Kementerian Dalam Negeri,Kementerian Dalam Negeri,BALAI BESAR PEMERINTAHAN DESA MALANG,"Sulawesi Selatan, Makassar (Kota)",NATIONAL,5,36000000,June 2026; May 2026,IT_HARDWARE; PRINTER,,,,,,,,
BALAI BESAR PENGUJIAN MUTU DAN SERTIFIKASI OBAT HEWAN BPMSOH BOGOR,BALAI BESAR PENGUJIAN MUTU DAN SERTIFIKASI OBAT HEWAN BPMSOH BOGOR — Kementerian Pertanian,Kementerian Pertanian,BALAI BESAR PENGUJIAN MUTU DAN SERTIFIKASI OBAT HEWAN BPMSOH BOGOR,"Jawa Barat, Bogor (Kab.)",NATIONAL,1,141360000,May 2026,IT_HARDWARE,,,,,,,,
BALAI BESAR PERBENIHAN DAN PROTEKSI TANAMAN PERKEBUNAN BBP2TP SURABAYA,BALAI BESAR PERBENIHAN DAN PROTEKSI TANAMAN PERKEBUNAN BBP2TP SURABAYA — Kementerian Pertanian,Kementerian Pertanian,BALAI BESAR PERBENIHAN DAN PROTEKSI TANAMAN PERKEBUNAN BBP2TP SURABAYA,"Nusa Tenggara Timur, Lembata (Kab.)",NATIONAL,22,41317000,June 2026; May 2026,IT_HARDWARE,,,,,,,,
BALAI BESAR POM DI JAKARTA,BALAI BESAR POM DI JAKARTA — Badan Pengawas Obat Dan Makanan,Badan Pengawas Obat Dan Makanan,BALAI BESAR POM DI JAKARTA,"DKI Jakarta, Jakarta Timur (Kota)",NATIONAL,3,94890000,June 2026; May 2026,IT_HARDWARE; LAPTOP; PRINTER,,,,,,,,
BALAI BESAR POM DI YOGYAKARTA,BALAI BESAR POM DI YOGYAKARTA — Badan Pengawas Obat Dan Makanan,Badan Pengawas Obat Dan Makanan,BALAI BESAR POM DI YOGYAKARTA,"DI Yogyakarta, Yogyakarta (Kota)",NATIONAL,1,54000000,May 2026,IT_HARDWARE,,,,,,,,
BALAI BESAR SURVEI DAN PEMETAAN GEOLOGI KELAUTAN,BALAI BESAR SURVEI DAN PEMETAAN GEOLOGI KELAUTAN — Kementerian Energi Dan Sumber Daya Mineral,Kementerian Energi Dan Sumber Daya Mineral,BALAI BESAR SURVEI DAN PEMETAAN GEOLOGI KELAUTAN,"Jawa Barat, Bandung (Kota)",NATIONAL,2,120000000,June 2026; May 2026,CCTV; DESKTOP,,,,,,,,
BALAI INSEMINASI BUATAN,BALAI INSEMINASI BUATAN — Provinsi Kalimantan Selatan,Provinsi Kalimantan Selatan,BALAI INSEMINASI BUATAN,"Kalimantan Selatan, Banjar Baru (Kota)",PROVINCE,2,1420000,May 2026,DESKTOP; IT_HARDWARE,,,,,,,,
BALAI KARANTINA IKAN PENGENDALIAN MUTU DAN KEAMANAN HASIL PERIKANAN BALIKPAPAN,BALAI KARANTINA IKAN PENGENDALIAN MUTU DAN KEAMANAN HASIL PERIKANAN BALIKPAPAN — Kementerian Kelautan Dan Perikanan,Kementerian Kelautan Dan Perikanan,BALAI KARANTINA IKAN PENGENDALIAN MUTU DAN KEAMANAN HASIL PERIKANAN BALIKPAPAN,"Kalimantan Timur, Balikpapan (Kota)",NATIONAL,1,5000000,June 2026,NETWORKING; SERVER,,,,,,,,
BALAI KARANTINA IKAN PENGENDALIAN MUTU DAN KEAMANAN HASIL PERIKANAN SEMARANG,BALAI KARANTINA IKAN PENGENDALIAN MUTU DAN KEAMANAN HASIL PERIKANAN SEMARANG — Kementerian Kelautan Dan Perikanan,Kementerian Kelautan Dan Perikanan,BALAI KARANTINA IKAN PENGENDALIAN MUTU DAN KEAMANAN HASIL PERIKANAN SEMARANG,"Jawa Tengah, Semarang (Kota)",NATIONAL,1,38053900,May 2026,LAPTOP; PRINTER,,,,,,,,
BALAI KEKARANTINAAN KESEHATAN KELAS I KENDARI,BALAI KEKARANTINAAN KESEHATAN KELAS I KENDARI — Kementerian Kesehatan,Kementerian Kesehatan,BALAI KEKARANTINAAN KESEHATAN KELAS I KENDARI,"Sulawesi Tenggara, Kendari (Kota)",NATIONAL,2,10400000,May 2026,OFFICE_FURNITURE,,,,,,,,
